t_s,pos_err_m,cum_err_m
640260.0,73783223.53370088,946727902261.7474
640320.0,74152957.22393997,946802055218.9714
640380.0,74521578.18838483,946876576797.1598
640440.0,74888814.7344088,946951465611.8942
640500.0,75254431.45035292,947026720043.3445
640560.0,75618268.37786065,947102338311.7223
640620.0,75980110.81651881,947178318422.5388
640680.0,76339679.75322852,947254658102.292
640740.0,76696800.7422686,947331354903.0343
640800.0,77051306.45276943,947408406209.487
640860.0,77402997.83513618,947485809207.3221
640920.0,77751589.10113575,947563560796.4233
640980.0,78096966.87791663,947641657763.3013
641040.0,78438956.89507818,947720096720.1963
641100.0,78777366.20304428,947798874086.3993
641160.0,79111931.84971017,947877986018.249
641220.0,79442572.09644319,947957428590.3455
641280.0,79769115.71256049,948037197706.058
641340.0,80091363.11409953,948117289069.1721
641400.0,80409112.58330953,948197698181.7554
641460.0,80722275.47224556,948278420457.2277
641520.0,81030696.40590961,948359451153.6335
641580.0,81334169.17968284,948440785322.8132
